Ms_gene	asc1_count	asc2_count	asc3_count	asc4_count	neu1_count	neu2_count	neu3_count	neu4_count	astro1_count	astro2_count	endo1_count	endo2_count	micro1_count	micro2_count	neuron1_count	neuron2_count	oligopre1_count	oligopre2_count	oligonew1_count	oligonew2_count	oligomye1_count	oligomye2_count
Gnao1	2576	5452	5963	7599	234	4806	3214	1107	71762	62671	303	221	968	868	38545	28911	20256	16985	36802	32326	28124	27629
Gnaq	1808	4984	5660	6097	519	3439	3939	1059	2902	4131	3675	3123	2466	1418	14232	11020	5759	4422	5966	3827	1809	2133
Gnas	5571	4774	5979	7431	2281	8996	5741	3371	17966	21716	52494	47435	36195	25399	56434	49742	38349	49796	32132	35356	33032	31043
Gnat1	1	16	12	0	0	0	0	106	4	37	12	2	7	0	22	16	118	165	15	22	0	1
Gnat2	0	15	1	26	0	0	8	0	11	1	8	9	0	0	9	22	11	1	5	1	2	2
Gnaz	0	40	54	73	0	6	5	9	197	238	42	12	95	79	3219	2009	774	1500	341	818	169	254
Gnb1	32104	37114	36746	40354	12289	34303	22179	9193	9640	12627	28050	25412	18113	12666	46615	34774	17976	18084	20760	20383	10141	12213
Gnb1l	432	143	219	443	1	4	5	35	148	141	254	305	202	256	358	277	149	314	84	98	80	72
Gnb2	1557	795	1196	1266	999	1350	983	552	7426	8367	22329	22097	20777	24607	16430	12583	12081	20910	22541	32849	25820	24428
Gnb2l1	16977	13415	17964	18727	9319	8824	5920	3517	5674	6587	65029	70281	57257	64126	13816	12709	15014	26030	10569	19224	12648	11302
Gnb3	134	8	16	0	0	1	0	1	3	10	0	0	9	0	18	12	2	1	1	0	0	1
Gnb4	817	1562	1551	2156	802	438	331	166	888	1150	9414	9638	431	413	2711	2624	2745	3440	11750	12845	3652	4247
Gnb5	1377	1172	1417	1303	563	778	838	921	1170	1305	584	551	343	375	3232	2506	1468	2381	637	912	481	596
Gne	4	107	204	171	1296	188	327	53	689	524	2858	2725	695	1139	854	764	883	1395	829	1088	773	682
Gng10	7757	5064	6093	6317	4165	5821	4251	2489	739	968	599	621	4919	3964	2545	1897	3856	3221	2824	2611	2160	1769
Gng11	4389	1476	2253	1123	3929	2568	947	809	139	86	15276	17205	31	47	51	8	296	359	1150	921	5434	4524
Gng12	900	1810	2205	2902	43	2860	1641	735	12922	17731	10230	9661	2148	1150	1851	2680	15460	11881	33318	21430	11630	11221
Gng13	0	7	4	8	1	36	57	63	0	1	0	9	38	79	30	31	26	91	45	79	269	338
Gng2	3606	5133	6157	6067	98	1836	2527	851	206	707	1075	1135	1953	1148	31566	26740	3917	1990	746	484	57	332
Gng3	1128	799	1434	1166	307	3128	2197	1077	111	237	189	123	314	448	13538	10277	5518	7181	2497	3590	2173	2344
Gng4	6	2	15	6	3	0	24	116	8	38	33	51	256	177	4600	2534	257	673	3007	4486	726	1031
Gng5	962	947	961	1259	572	908	491	242	402	434	2046	2074	781	651	96	114	445	513	400	450	575	421
Gng7	1299	1205	1831	1953	399	1030	3436	1032	444	432	507	435	1137	911	3149	2639	2109	4109	3974	4079	5003	5155
Gng8	64	42	58	23	0	0	25	0	10	4	0	0	3	0	51	4	81	95	345	267	706	832
Gngt2	0	16	17	27	696	1237	609	337	2	0	279	298	2537	3050	2	4	190	101	24	18	23	51
Gnl1	173	189	340	381	4	203	462	64	2388	2762	1844	1793	6100	5090	4698	4655	2743	4995	1728	2788	2769	2883
Gnl2	79	1723	2260	2075	14	389	889	422	4745	3736	2427	2288	1884	961	1791	5821	3814	2521	2403	1998	494	726
Gnl3	27	795	1434	1631	182	561	247	73	3292	3069	1383	1379	2738	865	1678	2818	2708	1145	2051	1401	159	359
Gnl3l	2052	3058	3677	4153	481	4905	4726	1262	2103	2584	3868	4061	521	469	15529	15315	4303	5044	5145	4532	3351	3501
Gnmt	0	24	3	13	0	0	1	0	44	37	4	14	21	27	53	76	26	39	25	41	0	16
Gnpat	633	1202	867	975	17	415	575	492	3208	3236	3268	2947	2986	2592	2557	2387	3866	4546	4957	5015	5534	5266
Gnpda1	451	697	1038	991	206	573	177	168	264	298	38	32	683	474	159	104	431	373	178	166	42	61
Gnpda2	1603	1482	2580	2739	899	902	592	545	863	1139	2256	2585	238	221	803	867	1737	1417	1253	633	611	680
Gnpnat1	191	211	362	444	3	169	211	207	293	342	425	412	54	57	307	219	292	266	259	169	138	176
Gnptab	287	424	669	617	410	413	440	221	4072	4259	1376	1289	686	317	3336	4103	5587	5003	14365	9809	9162	9561
Gnptg	717	1688	2138	2280	1073	2221	1727	1059	1814	1861	1311	1257	1450	1318	2231	1607	3481	4679	3080	3358	2534	2261
Gnrh1	0	2	3	17	0	0	0	0	46	32	32	22	6	7	287	109	34	5	12	0	0	1
Gns	212	904	790	1186	644	1565	1093	394	5896	5057	3130	2765	65930	54010	5267	5077	10916	10036	4655	5605	1930	2453
Golga1	65	876	1205	1284	10	369	225	145	3085	2544	927	1004	151	88	786	2080	2770	1523	2026	1032	395	433
Golga2	384	534	517	508	63	445	461	186	4274	3910	2899	2625	3069	2549	3657	4997	3738	4338	4298	4707	3542	3446
Golga3	83	559	608	881	7	438	89	16	2728	2691	1813	1540	665	522	562	2109	1866	1240	1992	1074	913	1068
Golga4	35	912	939	943	19	38	173	72	5316	5486	2903	2305	829	220	1753	6743	5088	1804	4796	1597	1208	1576
Golga5	17	207	450	282	5	399	116	16	2109	1983	2159	2060	877	595	489	1096	1506	1058	1234	851	584	507
Golga7	1677	2009	3009	2967	651	1467	1106	317	1762	2421	2838	2851	1259	932	3270	2400	5873	6100	21042	16754	23372	18934
Golga7b	13	104	177	106	756	1743	908	388	27	54	25	20	690	882	3677	2615	249	762	67	146	409	929
Golgb1	247	1654	1779	2032	219	312	513	155	8144	6576	3191	2884	1227	640	1360	5706	3935	1405	2792	844	650	770
Golim4	256	561	776	1229	418	148	244	26	3457	4308	11081	10166	259	177	716	1340	5431	2475	1829	811	254	248
Golm1	793	1283	2075	2046	144	5164	2579	1916	2730	2993	8227	7791	32268	21273	1099	1701	6261	3427	1129	997	285	588
Golph3	762	596	741	1148	173	882	669	380	4041	5548	6577	5931	2129	1109	4125	3274	5106	4908	3741	2878	1913	2002
Golph3l	1017	1345	2217	2819	809	704	480	87	689	708	1056	1058	234	304	646	648	1041	1230	588	528	235	414
Golt1b	2628	1986	2879	3834	1202	3798	3832	1769	1022	1215	1498	1507	851	691	1606	1470	1720	1895	1199	1181	559	625
Gon4l	235	324	401	495	3	72	70	8	3425	3173	1459	1198	1294	985	1758	3441	2602	2495	2052	1760	748	799
Gopc	49	221	303	358	8	91	418	175	1678	1694	1348	1230	316	190	2803	2350	3165	1525	2448	905	565	725
Gorab	41	662	962	769	7	349	177	93	671	715	393	369	79	27	437	459	692	794	462	355	154	211
Gorasp1	83	254	367	335	3	1374	272	69	812	674	667	797	1245	1796	1181	793	1147	1655	1287	1618	1172	1079
Gorasp2	454	765	843	1184	73	888	1298	636	2715	3085	5759	5324	3087	3172	4458	3669	3984	5754	5236	6742	4341	4370
Gosr1	527	1129	1261	1731	260	505	544	528	1833	1942	2253	2079	879	734	2557	2147	2265	2422	2471	2149	1807	1910
Gosr2	770	1627	3528	3416	1302	549	814	372	2755	3211	6397	6467	9009	7553	4261	3556	5353	7609	5689	6887	4633	4807
Got1	766	952	1588	1596	2134	1902	3314	1447	2495	1848	398	356	5855	4828	4955	4388	1837	2603	1703	2188	1439	1725
Got1l1	0	3	0	0	0	0	0	0	5	32	2	2	0	0	9	1	6	3	1	1	0	0
Got2	879	525	843	743	10	985	1258	327	739	734	2413	2459	1617	1376	4228	3894	2702	4353	2489	3915	2642	2539
Gp1ba	1	0	16	26	0	0	1	0	50	60	95	101	54	44	106	80	77	28	52	54	45	4
Gp1bb	1	12	26	3	194	35	8	18	478	282	62	38	244	270	536	590	354	708	3290	6534	288	576
Gp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	67	69	38
Gp49a	0	0	9	27	0	0	0	0	0	1	6	18	473	88	2	8	116	2	3	0	4	0
Gp5	0	0	0	0	0	0	0	0	5	4	11	18	22	28	29	22	10	5	7	6	0	5
Gp9	0	8	7	0	0	9	20	59	1	1	30	20	2303	3162	7	5	135	91	7	0	19	33
Gpaa1	642	1050	630	657	1028	1831	1153	319	2452	2102	1506	1412	2734	3069	2188	1571	2546	3478	1752	2525	1041	1124
Gpam	11	131	169	299	1009	305	628	156	32261	24797	1969	1759	624	540	1116	2099	5486	3597	1916	1657	1174	1891
Gpank1	878	430	682	621	418	262	227	182	183	175	423	348	391	462	390	315	347	566	243	329	339	242
Gpat2	0	7	1	0	0	0	1	0	17	24	4	8	112	129	70	36	23	23	19	23	1	6
Gpatch1	268	555	754	823	119	94	205	198	911	762	372	332	245	176	436	609	948	704	571	356	267	237
Gpatch2	76	336	257	184	1	26	336	133	3111	2691	1174	1099	430	241	845	829	1435	867	1506	866	480	522
Gpatch3	51	39	18	34	0	2	34	22	244	237	391	407	1639	1383	256	243	247	405	243	525	165	234
Gpatch4	41	410	763	833	29	9	150	142	347	272	265	214	122	48	324	519	289	224	243	148	261	209
Gpatch8	77	2235	2280	2220	19	148	693	949	5163	4801	2008	2060	1071	639	5363	5903	3463	2553	4212	2598	1276	1698
Gpbar1	0	0	0	5	0	0	0	0	1	1	0	0	1	0	4	1	6	9	0	0	0	0
Gpbp1	548	3112	3656	5069	473	670	1653	367	3150	4173	6242	6202	1349	675	4352	5231	4868	2409	3731	1482	1122	995
Gpbp1l1	857	1149	1417	1546	50	1193	500	285	1714	1911	4056	4073	1380	963	1227	1026	1708	1407	1425	1200	846	773
Gpc1	2761	814	1298	1642	732	3930	2128	1004	3538	3792	197	219	197	328	29721	22787	7325	13309	7319	9954	5326	5339
Gpc2	48	225	275	162	7	3	1	25	1747	2047	428	365	729	511	2838	1601	1066	837	837	789	112	124
Gpc3	744	269	224	296	122	611	568	296	9	51	262	324	12	4	231	77	145	237	34	33	0	4
Gpc4	258	159	253	292	141	1457	1392	477	2493	2772	174	202	7	3	315	305	349	370	22	29	8	23
Gpc5	409	1175	988	1816	948	2000	808	765	5467	4153	17	9	51	51	284	450	7106	5612	1385	1085	139	323
Gpc6	606	368	445	634	3	570	433	214	5639	5212	48	96	20	17	451	500	2797	1693	473	432	14	57
Gpcpd1	473	673	904	782	1163	768	386	159	7047	7465	43336	41303	1154	430	3841	5618	7643	3588	5822	2853	353	665
Gpd1	2690	4210	5166	7357	145	2080	851	420	519	260	78	63	2289	3130	1430	1210	8712	11954	11907	15151	19093	16984
Gpd1l	262	509	802	1152	147	840	246	252	2241	2804	2988	2949	4504	4435	6475	4437	5457	7790	3545	4649	1895	2247
Gpd2	761	1948	2689	2511	1794	2819	3497	2230	6480	6744	11653	10097	384	287	3068	3068	2867	2502	2293	1883	1700	2223
Gpha2	0	0	6	0	0	0	0	0	4	4	0	0	0	0	16	4	0	0	0	0	0	3
Gphb5	0	0	0	0	0	0	0	0	1	0	10	15	0	0	0	0	5	0	1	0	0	0
Gphn	294	956	1569	1490	12	1800	1141	132	2278	2289	1285	1257	288	156	2133	2576	4242	3330	3086	2191	817	854
Gpi1	3436	2842	3978	4964	1006	3855	4014	2217	6948	6087	17280	16493	9334	10827	12375	13967	4893	7425	4925	6805	8873	9080
Gpihbp1	0	0	0	0	0	0	38	0	1	1	296	322	0	0	5	0	0	0	0	0	0	0
Gpkow	1779	1522	2304	3049	870	1096	704	442	2258	3180	3885	3934	1313	978	1997	2427	2457	2776	1797	1809	1176	1178
Gpld1	1366	4468	3819	6444	92	1299	1290	715	11280	6256	959	852	547	429	1838	2152	8643	9858	4037	4682	881	1159
Gpm6a	21505	47578	63820	87750	26394	49815	48373	22823	51190	53882	988	699	610	450	65312	61963	67898	46847	14926	10299	1554	4388
Gpm6b	24456	62076	74752	96763	6766	24397	21647	10843	49041	70801	1406	1402	596	380	19305	24673	70709	26900	49974	18878	36905	37291
Gpn1	1606	1988	2564	3434	1229	664	1171	175	964	907	797	901	1091	955	1209	1286	1556	2014	981	1146	464	450
Gpn2	373	71	95	40	88	59	28	5	359	410	456	456	616	501	217	207	358	445	451	666	505	499
Gpn3	1106	670	1033	1147	19	746	261	264	453	489	897	831	237	185	768	771	627	651	507	509	406	275
Gpnmb	6	12	25	22	5	123	360	289	46	26	0	0	1258	40	10	2	618	843	204	237	0	1
Gpr1	0	0	0	0	0	0	0	0	0	0	12	16	0	4	10	19	1	0	1	0	0	0
Gpr101	0	0	0	12	0	38	0	0	3	10	5	0	0	0	143	54	3	0	1	0	0	0
Gpr107	500	1014	862	1414	6	1666	662	169	4725	4441	2837	2694	4444	4630	3165	2742	3046	3589	3729	4128	3072	2964
Gpr108	1801	1446	1631	1775	903	1682	826	1117	1914	1564	2367	2172	2702	3242	909	800	1304	1448	1703	1989	1934	1898
Gpr110	0	0	0	0	0	0	0	0	0	0	15	20	0	0	6	0	0	0	2	2	0	5
Gpr111	1	1	0	4	1	0	2	2	16	9	0	4	0	0	22	39	14	0	24	5	1	0
Gpr113	0	0	5	0	0	0	0	0	1	0	9	19	0	0	2	0	0	0	0	1	0	0
Gpr114	0	0	0	18	0	0	0	0	2	1	6	11	547	346	2	0	23	16	0	0	0	0
Gpr115	5	4	9	12	17	6	82	12	4	4	1	2	0	0	11	16	3	0	13	1	0	3
Gpr116	195	257	130	228	14	519	514	331	621	489	74565	65005	41	116	351	230	283	71	5	1	17	31
Gpr12	2	42	70	10	376	338	624	248	0	5	6	1	2	1	748	515	16	25	0	8	4	11
Gpr123	106	469	522	505	24	1330	1166	330	999	929	28	8	15	48	2915	2556	708	950	164	268	106	230
Gpr124	46	28	34	42	2	76	3	15	226	193	13543	11410	133	206	378	233	855	1179	211	140	29	66
Gpr125	563	359	499	535	14	437	878	313	3057	3658	2760	2442	774	610	1619	1465	3525	3966	1544	1986	618	537
Gpr126	1	62	59	131	190	188	3	2	326	300	949	826	1	5	335	371	26	15	9	14	3	5
Gpr132	0	8	33	0	0	0	0	0	0	0	6	2	756	312	2	2	45	8	3	4	6	1
Gpr133	2	61	82	127	2	1	2	1	0	8	24	24	7	2	33	28	17	56	4	0	0	4
Gpr135	0	3	2	5	0	1	19	0	19	52	64	64	1	0	528	344	80	82	24	21	0	9
Gpr137	451	384	521	507	41	265	1129	380	1906	1731	1492	1482	2760	3104	2111	1464	1771	2719	3072	4114	3896	3786
Gpr137b	32	185	196	231	2	137	235	71	520	779	293	284	4953	2237	607	590	1432	1153	674	802	379	617
Gpr137c	5	96	62	53	2	111	82	2	297	306	49	40	8	4	1090	717	779	499	331	193	114	89
Gpr139	0	0	0	0	0	102	0	0	0	0	0	0	0	0	33	8	0	0	1	0	0	0
Gpr143	286	0	17	5	1	0	95	1	6	5	70	61	0	0	3	0	3	6	2	6	0	0
Gpr146	258	385	313	453	448	941	1074	399	3653	2778	6397	5266	4317	4057	1179	943	1119	1096	1976	3265	711	883
Gpr149	0	14	0	0	0	0	0	0	0	1	0	1	0	0	1427	1575	320	318	45	42	0	1
Gpr15	0	26	11	16	1	0	24	2	3	2	0	0	9	0	3	12	5	1	486	295	298	359
Gpr150	0	1	2	4	0	1	54	7	1	1	0	1	23	24	40	30	7	31	2	4	2	7
Gpr151	0	1	0	0	0	0	0	0	7	7	7	6	0	0	222	103	18	0	1	6	0	1
Gpr152	0	0	0	0	0	0	0	0	3	6	3	1	1	0	16	26	4	0	1	0	0	0
Gpr153	45	130	162	211	243	179	23	9	1289	2248	107	109	2726	1727	1529	928	1203	1998	306	499	149	286
Gpr155	336	646	1203	1094	922	1313	956	451	2155	1888	3036	2608	4236	3178	1722	1635	9577	6274	10868	5828	5307	6175
Gpr156	0	5	16	43	13	0	1	62	587	730	9	10	10	1	278	215	161	93	32	50	9	6
Gpr157	50	73	28	89	5	59	181	36	26	19	18	42	10758	6524	68	39	471	90	24	12	37	18
Gpr158	2	11	13	26	362	571	885	142	400	181	21	14	31	36	2401	3962	2403	2287	328	333	49	155
Gpr160	2	57	34	77	3	282	123	67	11	5	382	231	221	129	5	5	24	8	6	9	4	3
Gpr161	0	8	13	11	0	1	1	0	310	426	128	105	0	0	725	395	414	385	153	133	4	10
Gpr162	0	15	13	20	3	327	76	71	2860	2242	93	87	4069	4136	8841	6660	5134	8419	1083	1333	247	887
Gpr17	224	209	463	298	1085	8248	2791	1944	38	50	62	38	205	296	1230	2546	127422	151863	265769	303121	16105	23805
Gpr171	0	4	58	57	0	0	16	37	2	2	2	2	16	1	15	5	4	1	0	0	1	1
Gpr173	29	32	84	83	2	74	8	0	752	866	6	7	6	9	1941	1542	864	725	521	481	306	358
Gpr176	4	8	27	2	0	4	142	2	18	11	5	5	4	18	769	452	366	543	819	871	524	674
Gpr179	0	2	15	22	2	0	0	69	598	410	1	0	4	13	24	57	20	31	2	1	0	0
Gpr18	0	0	0	0	1	245	1	1	6	3	5	6	96	54	13	1	3	1	3	4	0	1
Gpr180	2	107	220	238	6	356	64	25	1198	1182	1505	1439	589	707	723	536	1546	2242	1980	2092	1000	1062
Gpr182	108	120	65	80	17	0	4	0	29	32	176	170	8	10	18	36	150	142	14	8	11	3
Gpr183	24	465	225	634	1426	2686	565	623	15	7	35	18	28213	19988	14	21	1441	547	14	1	19	33
Gpr19	1976	2079	3293	3377	19	2203	1545	693	4574	4283	126	136	66	54	1572	1314	1565	2623	956	1447	406	560
Gpr20	2	1	0	9	773	328	35	1	1	1	4	10	0	0	1	0	3	4	0	0	0	1
Gpr21	0	17	31	3	1	0	30	131	43	49	23	31	17	0	638	325	69	40	44	19	0	17
Gpr22	6	64	79	47	427	2868	4256	1295	4	7	12	17	1	2	646	1024	38	32	3	0	0	10
Gpr25	0	5	4	2	0	0	20	0	0	1	1	0	4	7	154	145	174	280	84	120	8	5
Gpr26	0	17	3	7	1	2	47	1	2	2	4	7	25	39	1191	981	108	135	13	11	8	62
Gpr27	0	1	4	6	0	0	31	0	15	26	3	8	14	16	805	574	261	325	152	164	40	86
Gpr3	6	18	18	15	0	0	0	0	684	1025	50	48	313	188	533	375	172	359	49	47	18	41
Gpr33	1	0	1	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr34	154	306	411	520	14505	16008	3534	4381	6	4	17	1	12722	8183	64	68	3768	1115	132	48	120	209
Gpr35	1	10	8	0	1	61	0	42	15	14	4	1	1050	680	16	43	56	12	26	62	2	6
Gpr37	4214	3367	6359	3588	2958	4455	2777	2271	1166	707	1	8	17	42	305	184	202	176	19195	12835	36511	29417
Gpr37l1	8876	17860	16444	24471	16944	31146	20732	9838	56867	32494	134	132	1328	1279	1209	2007	40684	57174	23852	32516	4255	8640
Gpr4	6	148	72	147	517	9	3	1	98	110	4944	4018	753	498	153	78	112	129	13	6	22	7
Gpr45	0	8	11	0	0	211	185	1	11	12	0	1	5	6	597	403	329	283	97	72	26	34
Gpr50	0	8	30	14	0	0	0	0	12	43	1	0	0	0	23	2	3	0	1	10	2	4
Gpr55	0	5	7	0	0	0	1	0	7	23	51	24	0	0	19	33	3	0	2	0	0	3
Gpr56	7632	16402	19581	29156	2388	11658	8471	5230	71066	66084	1526	1150	67684	90386	7272	5809	17463	20637	7320	10198	4639	6984
Gpr6	0	0	2	0	0	0	0	0	0	0	1	0	6	0	47	19	5	24	1	22	0	4
Gpr61	275	4	84	3	2	0	229	9	3	10	0	2	9	50	839	579	17	30	136	51	329	293
Gpr62	170	17	46	10	9	562	44	11	24	34	15	5	12	50	144	81	78	141	2491	1797	6482	4981
Gpr63	0	5	3	4	1	1	12	0	361	357	28	7	0	1	158	122	172	79	78	46	16	8
Gpr64	4	11	20	5	0	44	72	1	15	16	1	2	0	0	1023	1544	257	154	55	32	8	10
Gpr65	4	125	120	316	103	725	205	17	2	0	3	0	207	43	0	1	25	1	2	0	0	0
Gpr68	23	9	177	4	1	250	302	187	77	27	2	4	23	24	97	56	35	24	1	1	1	3
Gpr75	225	277	285	684	122	501	419	135	56	107	21	28	13	10	384	328	608	548	237	154	52	68
Gpr82	0	2	2	8	0	0	0	0	2	2	0	0	8	0	29	1	19	0	2	0	0	0
Gpr83	0	1	8	9	788	1	22	0	2	9	1	0	11	6	967	646	14	27	4	5	0	19
Gpr84	5	0	9	2	374	221	138	257	10	6	9	2	12661	15454	20	31	188	109	1	0	2	9
Gpr85	1304	902	1556	1495	739	2063	1863	1059	121	206	1855	1564	17	18	2751	2018	1740	1757	832	605	480	621
Gpr87	5	5	1	3	9	8	10	3	0	0	0	0	0	0	5	1	0	0	1	0	0	0
Gpr88	1	4	8	24	0	0	0	0	17	38	13	7	43	39	1199	912	94	183	3	8	21	120
Gpr89	376	919	932	1618	9	357	538	290	867	893	1108	940	696	722	850	624	1419	1602	1406	1329	989	909
Gpr97	0	15	7	20	0	1	6	0	7	14	589	604	8	15	29	7	9	0	10	11	7	14
Gpr98	258	444	763	870	434	2	104	32	774	2106	6	11	0	1	247	406	1324	729	398	182	69	78
Gprasp1	420	2022	2328	3211	64	4778	4072	1522	5543	6470	854	796	848	695	23492	53305	15533	7749	5078	2602	499	1105
Gprasp2	562	915	1111	1623	510	861	101	360	1608	2042	425	369	523	449	10704	14723	4686	3674	953	1057	42	169
Gprc5a	0	0	3	21	2	0	0	0	3	16	206	137	37	19	15	5	6	61	0	0	0	2
Gprc5b	1642	1341	1764	2092	1014	2719	1257	472	8088	6001	675	626	515	382	2526	2163	6890	7756	6165	4532	18790	16519
Gprc5c	280	281	256	456	20	1002	603	161	11	30	227	312	186	146	141	75	26	77	6	2	3	6
Gprc5d	177	3	1	7	3	2	4	4	25	24	0	7	18	1	0	7	1	0	0	0	0	7
Gprin1	152	142	242	276	1	76	399	369	91	216	87	71	280	347	9646	6190	871	2018	301	364	238	602
Gprin2	1	2	3	2	5	6	5	6	15	42	0	0	0	0	154	72	66	158	3	17	0	1
Gprin3	0	2	12	0	0	0	0	0	0	5	2	1	0	0	343	523	29	18	1	0	0	2
Gps1	704	765	970	1102	252	601	426	282	1184	1191	635	622	922	965	1562	1431	1171	1808	875	1635	539	608
Gps2	480	1141	1082	1391	7	1389	198	305	1320	1348	1467	1269	1577	1322	1365	1097	1500	1670	978	1182	741	712
Gpsm1	86	379	505	274	4	408	96	250	2084	2284	1403	1437	2631	2405	9248	7296	1967	3059	1930	3036	1522	1955
Gpsm2	303	507	967	1383	21	681	184	200	1488	1288	913	940	45	28	434	750	3580	3582	2128	2111	1227	1209
Gpsm3	1	47	45	17	3	150	212	59	127	101	434	443	4004	4152	86	55	236	140	15	39	33	81
Gpt	347	292	639	488	870	210	349	40	3233	2280	80	76	222	246	451	403	744	439	447	336	1071	804
Gpt2	428	763	747	1339	282	846	789	108	4336	4959	171	134	774	560	2009	1990	28637	30047	9634	10479	1681	1812
Gpx1	5783	3527	4008	5417	3482	6096	2958	2808	877	746	22227	21564	24704	24257	2022	1378	5437	3799	2397	4172	2873	3167
Gpx2	314	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	4	0	0
Gpx3	379	556	400	579	57	419	302	155	126	261	187	236	2099	1731	768	383	1564	2992	510	834	148	177
Gpx4	1021	604	726	746	409	576	294	240	654	845	1064	1220	627	698	859	653	333	488	427	531	878	724
Gpx6	0	0	0	0	0	88	0	0	0	1	6	9	0	0	3	8	0	0	0	0	0	1
Gpx7	1361	1052	1078	1269	627	216	396	369	811	842	2073	2206	21	30	367	349	1333	2018	425	636	179	169
Gpx8	6277	3202	3532	4912	1911	2163	917	439	1249	1470	424	630	8	33	253	261	1159	1636	304	248	63	43
Gramd1a	366	280	458	371	6	173	306	25	8028	7658	7807	7230	31828	23265	9491	6649	7876	8084	5027	6937	1919	2734
Gramd1b	12	198	410	386	3	641	292	187	2160	1849	408	310	2166	1267	1387	1381	1693	1918	951	925	381	485
Gramd1c	161	180	163	314	72	74	162	76	695	795	52	31	3	16	177	362	709	280	220	96	8	3
Gramd2	0	3	10	0	0	0	0	0	33	37	5	1	1	1	217	150	5	39	64	69	37	64
Gramd3	26	507	800	784	23	1025	299	145	7455	7060	881	872	181	117	189	263	963	1034	8332	7182	5382	5319
Gramd4	134	334	399	664	28	360	540	61	8118	9577	894	896	1655	1233	3682	2614	3722	4385	1102	1461	318	524
Grap	125	105	63	160	14	406	119	79	70	57	13827	14069	9122	13709	58	27	558	495	58	53	69	150
Grap2	0	0	1	0	0	0	25	0	0	0	19	17	27	34	5	2	10	0	2	1	0	2
Grasp	61	23	15	17	4	196	67	59	281	466	4226	3195	1187	849	499	476	286	290	294	525	91	183
Grb10	385	72	122	96	2	115	300	9	100	536	9584	8364	38	82	1939	1139	601	687	65	24	10	51
Grb14	4191	1555	3579	1165	2391	1754	551	354	52	201	3465	2833	24	20	774	760	1735	2072	3137	1877	6508	4754
Grb2	1018	926	1228	1181	218	569	779	565	1694	1975	5126	5123	13097	11186	9366	7205	3877	5043	4632	4810	4958	4838
Grb7	0	2	2	0	2	0	35	2	0	11	1252	1024	6	8	30	9	1	4	1	0	0	3
Grcc10	10089	6804	7914	9719	3395	5650	5317	2446	1316	1500	8758	9962	3472	4858	3323	2997	2964	4014	1616	2171	2138	1973
Greb1	0	14	29	3	1	51	0	0	1463	605	1	4	0	0	69	70	81	75	20	7	0	6
Greb1l	0	15	3	1	0	0	147	1	13	15	7	9	0	0	288	307	158	63	42	41	10	18
Grem1	0	1	0	0	0	0	0	0	2	2	1	1	0	0	42	21	12	37	7	9	0	0
Grem2	0	13	3	2	0	123	139	25	9	10	3	16	1	0	3565	3925	42	58	2	3	0	21
Grhl1	338	125	191	85	27	267	729	39	5965	4609	37	21	116	74	181	226	154	146	423	288	55	86
Grhl2	8	2	14	28	7	6	7	4	8	13	7	8	0	0	13	11	41	12	13	11	0	0
Grhl3	4	1	16	3	12	4	5	14	1	3	0	1	0	0	57	25	14	36	19	13	14	24
Grhpr	1124	529	1220	1161	708	394	819	798	612	551	1072	942	647	886	304	323	1019	1846	1275	1468	4105	3068
Gria1	1279	2327	3163	3540	129	9739	20434	6274	290	294	62	54	185	143	17175	20143	3177	3683	589	646	41	335
Gria2	780	5937	6895	6694	679	8172	18727	6203	52269	51835	125	112	103	102	20962	20755	49917	15524	29045	8956	369	907
Gria3	123	76	99	113	18	1528	2780	1058	274	570	16	19	17	53	1263	1507	22776	6572	5366	1744	27	176
Gria4	117	96	114	74	1	148	499	253	25	94	82	107	49	21	5617	6492	12589	8579	8101	4680	1101	1526
Grid1	3	102	123	134	63	244	576	225	2811	2826	7	1	28	9	1352	991	5554	4088	3149	2798	116	248
Grid2	0	25	51	144	0	0	25	11	1769	1642	3	2	1	1	643	585	1799	1359	1676	1174	253	352
Grid2ip	0	0	0	1	1	1	0	0	84	82	0	2	11	16	2087	1902	772	595	183	113	1	2
Grifin	0	0	4	17	0	0	0	0	25	15	2	0	0	1	0	0	0	0	0	0	0	1
Grik1	13	0	59	25	0	0	8	21	67	135	6	7	3	4	2729	2138	2863	2654	619	472	673	647
Grik2	321	479	730	623	5	407	939	553	945	1144	48	38	11	16	2704	1938	3342	2602	4215	2291	867	875
Grik3	3	7	64	27	62	4	137	18	22	29	8	12	50	58	5589	2565	7696	7891	9985	8071	531	1039
Grik4	192	28	28	58	1	86	42	33	35	71	12	6	40	62	1277	1217	3263	4677	1343	1529	157	216
Grik5	123	96	108	119	7	148	320	42	10664	9530	143	138	1408	1950	12085	9425	9568	13635	5634	8622	2252	3319
Grin1	33	50	35	38	8	669	750	85	332	342	58	32	424	678	9425	7783	1731	2878	322	366	148	722
Grin2a	2	0	5	7	1	174	179	26	0	1	1	1	1	6	181	102	11	22	0	0	1	4
Grin2b	463	2257	2098	1565	55	3800	12231	3537	202	273	3	5	183	523	1772	758	55	89	16	19	43	137
